1,0,15
1,0.0041726275631855,45
1,0.0141869337148307,75
1,0.0338578922269909,105
1,0.0668812589413448,135
1,0.106103958035289,165
1,0.109561278016214,195
1,0.107176919408679,225
1,0.105627086313782,255
1,0.0870290891750119,285
1,0.0686695278969957,315
1,0.0549594659036719,345
1,0.0454220314735336,375
1,0.0354077253218884,405
1,0.0283738674296614,435
1,0.0228898426323319,465
1,0.0168097281831187,495
1,0.015379113018598,525
1,0.0118025751072961,555
1,0.00989508822126848,585
1,0.00739151168335718,615
1,0.00596089651883643,645
1,0.00524558893657606,675
1,0.00512637100619933,705
1,0.0041726275631855,735
1,0.00309966618979495,765
1,0.00369575584167859,795
1,0.0025035765379113,825
1,0.00298044825941822,855
1,0.00298044825941822,885
1,0.00298044825941822,915
1,0.00119217930376729,945
1,0.00119217930376729,975
1,0.00143061516452074,1005
1,0.00154983309489747,1035
1,0.000596089651883643,1065
1,0.000476871721506915,1095
1,0.00107296137339056,1125
1,0.00131139723414402,1155
1,0.000834525512637101,1185
2,0,15
2,0.00238176250425315,45
2,0.00816604287172508,75
2,0.00952705001701259,105
2,0.0343654304185097,135
2,0.0704321197686288,165
2,0.100714528751276,195
2,0.13950323239197,225
2,0.138142225246683,255
2,0.108540319836679,285
2,0.0860837019394352,315
2,0.0663490983327662,345
2,0.0510377679482817,375
2,0.0326641714869003,405
2,0.0234773732562096,435
2,0.0210956107519564,465
2,0.0159918339571283,495
2,0.0163320857434502,525
2,0.0129295678802314,555
2,0.00748553929908132,585
2,0.00680503572643756,615
2,0.00408302143586254,645
2,0.00544402858115005,675
2,0.00578428036747193,705
2,0.0078257910854032,735
2,0.00374276964954066,765
2,0.00272201429057503,795
2,0.00204151071793127,825
2,0.00136100714528751,855
2,0.00272201429057503,885
2,0.00238176250425315,915
2,0.00136100714528751,945
2,0.00102075535896563,975
2,0.00170125893160939,1005
2,0.00238176250425315,1035
2,0.000340251786321878,1065
2,0.000680503572643756,1095
2,0.00102075535896563,1125
2,0.00102075535896563,1155
2,0.000340251786321878,1185
3,0,15
3,0.00351246926589392,45
3,0.0112399016508606,75
3,0.00807867931155602,105
3,0.0140498770635757,135
3,0.0389884088514226,165
3,0.0783280646294345,195
3,0.114155251141553,225
3,0.131366350544433,255
3,0.122233930453109,285
3,0.0997541271513874,315
3,0.0811380400421496,345
3,0.057253249034071,375
3,0.045662100456621,405
3,0.0270460133473832,435
3,0.025992272567615,465
3,0.0172110994028802,495
3,0.0182648401826484,525
3,0.0147523709167545,555
3,0.00983491394450299,585
3,0.0147523709167545,615
3,0.00948366701791359,645
3,0.00842992623814542,675
3,0.0045662100456621,705
3,0.00561995082543028,735
3,0.0045662100456621,765
3,0.00421496311907271,795
3,0.00280997541271514,825
3,0.00491745697225149,855
3,0.00175623463294696,885
3,0.00421496311907271,915
3,0.00316122233930453,945
3,0.00245872848612575,975
3,0.00210748155953635,1005
3,0.00175623463294696,1035
3,0.00105374077976818,1065
3,0.00140498770635757,1095
3,0.00105374077976818,1125
3,0.00175623463294696,1155
3,0.00105374077976818,1185
